iter, cost
213,0.000264913
214,0.000264913
215,0.000264913
216,0.000264912
217,0.000264912
218,0.000264911
219,0.000264911
220,0.00026491
221,0.00026491
222,0.000264909
223,0.000264909
224,0.000264908
225,0.000264908
226,0.000264908
227,0.000264907
228,0.000264907
229,0.000264906
230,0.000264906
231,0.000264905
232,0.000264905
233,0.000264904
234,0.000264904
235,0.000264904
236,0.000264903
237,0.000264903
238,0.000264902
239,0.000264902
240,0.000264901
241,0.000264901
242,0.0002649
243,0.0002649
244,0.0002649
245,0.000264899
246,0.000264899
247,0.000264898
248,0.000264898
249,0.000264897
250,0.000264897
251,0.000264896
252,0.000264896
253,0.000264896
254,0.000264895
255,0.000264895
256,0.000264894
257,0.000264894
258,0.000264893
259,0.000264893
260,0.000264892
261,0.000264892
262,0.000264892
263,0.000264891
264,0.000264891
265,0.00026489
266,0.00026489
267,0.000264889
268,0.000264889
269,0.000264889
270,0.000264888
271,0.000264888
272,0.000264887
273,0.000264887
274,0.000264886
275,0.000264886
276,0.000264885
277,0.000264885
278,0.000264885
279,0.000264884
280,0.000264884
281,0.000264883
282,0.000264883
283,0.000264882
284,0.000264882
285,0.000264882
286,0.000264881
287,0.000264881
288,0.00026488
289,0.00026488
290,0.000264879
291,0.000264879
292,0.000264879
293,0.000264878
294,0.000264878
295,0.000264877
296,0.000264877
297,0.000264876
298,0.000264876
299,0.000264875
300,0.000264875
301,0.000264875
302,0.000264874
303,0.000264874
304,0.000264873
305,0.000264873
306,0.000264872
307,0.000264872
308,0.000264872
309,0.000264871
310,0.000264871
311,0.00026487
312,0.00026487
313,0.000264869
314,0.000264869
315,0.000264869
316,0.000264868
317,0.000264868
318,0.000264867
319,0.000264867
320,0.000264867
321,0.000264866
322,0.000264866
323,0.000264865
324,0.000264865
325,0.000264864
326,0.000264864
327,0.000264864
328,0.000264863
329,0.000264863
330,0.000264862
331,0.000264862
332,0.000264861
333,0.000264861
334,0.000264861
335,0.00026486
336,0.00026486
337,0.000264859
338,0.000264859
339,0.000264858
340,0.000264858
341,0.000264858
342,0.000264857
343,0.000264857
344,0.000264856
345,0.000264856
346,0.000264856
347,0.000264855
348,0.000264855
349,0.000264854
350,0.000264854
351,0.000264853
352,0.000264853
353,0.000264853
354,0.000264852
355,0.000264852
356,0.000264851
357,0.000264851
358,0.000264851
359,0.00026485
360,0.00026485
361,0.000264849
362,0.000264849
363,0.000264848
364,0.000264848
365,0.000264848
366,0.000264847
367,0.000264847
368,0.000264846
369,0.000264846
370,0.000264846
371,0.000264845
372,0.000264845
373,0.000264844
374,0.000264844
375,0.000264843
376,0.000264843
377,0.000264843
378,0.000264842
379,0.000264842
380,0.000264841
381,0.000264841
382,0.000264841
383,0.00026484
384,0.00026484
385,0.000264839
386,0.000264839
387,0.000264839
388,0.000264838
389,0.000264838
390,0.000264837
391,0.000264837
392,0.000264837
393,0.000264836
394,0.000264836
395,0.000264835
396,0.000264835
397,0.000264835
398,0.000264834
399,0.000264834
400,0.000264833
401,0.000264833
402,0.000264832
403,0.000264832
404,0.000264832
405,0.000264831
406,0.000264831
407,0.00026483
408,0.00026483
409,0.00026483
410,0.000264829
411,0.000264829
412,0.000264828
413,0.000264828
414,0.000264828
415,0.000264827
416,0.000264827
417,0.000264826
418,0.000264826
419,0.000264826
420,0.000264825
421,0.000264825
422,0.000264824
423,0.000264824
424,0.000264824
425,0.000264823
426,0.000264823
427,0.000264822
428,0.000264822
429,0.000264822
430,0.000264821
431,0.000264821
432,0.00026482
433,0.00026482
434,0.00026482
435,0.000264819
436,0.000264819
437,0.000264818
438,0.000264818
439,0.000264818
440,0.000264817
441,0.000264817
442,0.000264816
443,0.000264816
444,0.000264816
445,0.000264815
446,0.000264815
447,0.000264815
448,0.000264814
449,0.000264814
450,0.000264813
451,0.000264813
452,0.000264813
453,0.000264812
454,0.000264812
455,0.000264811
456,0.000264811
457,0.000264811
458,0.00026481
459,0.00026481
460,0.000264809
461,0.000264809
462,0.000264809
463,0.000264808
464,0.000264808
465,0.000264807
466,0.000264807
467,0.000264807
468,0.000264806
469,0.000264806
470,0.000264806
471,0.000264805
472,0.000264805
473,0.000264804
474,0.000264804
475,0.000264804
476,0.000264803
477,0.000264803
478,0.000264802
479,0.000264802
480,0.000264802
481,0.000264801
482,0.000264801
483,0.000264801
484,0.0002648
485,0.0002648
486,0.000264799
487,0.000264799
488,0.000264799
489,0.000264798
490,0.000264798
491,0.000264797
492,0.000264797
493,0.000264797
494,0.000264796
495,0.000264796
496,0.000264796
497,0.000264795
498,0.000264795
499,0.000264794
500,0.000264794
501,0.000264794
502,0.000264793
503,0.000264793
504,0.000264792
505,0.000264792
506,0.000264792
507,0.000264791
508,0.000264791
509,0.000264791
510,0.00026479
511,0.00026479
512,0.000264789
513,0.000264789
514,0.000264789
515,0.000264788
516,0.000264788
517,0.000264788
518,0.000264787
519,0.000264787
520,0.000264786
521,0.000264786
522,0.000264786
523,0.000264785
524,0.000264785
525,0.000264785
526,0.000264784
527,0.000264784
528,0.000264783
529,0.000264783
530,0.000264783
531,0.000264782
532,0.000264782
533,0.000264782
534,0.000264781
535,0.000264781
536,0.00026478
537,0.00026478
538,0.00026478
539,0.000264779
540,0.000264779
541,0.000264779
542,0.000264778
543,0.000264778
544,0.000264778
545,0.000264777
546,0.000264777
547,0.000264776
548,0.000264776
549,0.000264776
550,0.000264775
551,0.000264775
552,0.000264775
553,0.000264774
554,0.000264774
555,0.000264773
556,0.000264773
557,0.000264773
558,0.000264772
559,0.000264772
560,0.000264772
561,0.000264771
562,0.000264771
563,0.000264771
564,0.00026477
565,0.00026477
566,0.000264769
567,0.000264769
568,0.000264769
569,0.000264768
570,0.000264768
571,0.000264768
572,0.000264767
573,0.000264767
574,0.000264767
575,0.000264766
576,0.000264766
577,0.000264765
578,0.000264765
579,0.000264765
580,0.000264764
581,0.000264764
582,0.000264764
583,0.000264763
584,0.000264763
585,0.000264763
586,0.000264762
587,0.000264762
588,0.000264762
589,0.000264761
590,0.000264761
591,0.00026476
592,0.00026476
593,0.00026476
594,0.000264759
595,0.000264759
596,0.000264759
597,0.000264758
598,0.000264758
599,0.000264758
600,0.000264757
601,0.000264757
602,0.000264757
603,0.000264756
604,0.000264756
605,0.000264755
606,0.000264755
607,0.000264755
608,0.000264754
609,0.000264754
610,0.000264754
611,0.000264753
612,0.000264753
613,0.000264753
614,0.000264752
615,0.000264752
616,0.000264752
617,0.000264751
618,0.000264751
619,0.000264751
620,0.00026475
621,0.00026475
622,0.000264749
623,0.000264749
624,0.000264749
625,0.000264748
626,0.000264748
627,0.000264748
628,0.000264747
629,0.000264747
630,0.000264747
631,0.000264746
632,0.000264746
633,0.000264746
634,0.000264745
635,0.000264745
636,0.000264745
637,0.000264744
638,0.000264744
639,0.000264744
640,0.000264743
641,0.000264743
642,0.000264743
643,0.000264742
644,0.000264742
645,0.000264742
646,0.000264741
647,0.000264741
648,0.00026474
649,0.00026474
650,0.00026474
651,0.000264739
652,0.000264739
653,0.000264739
654,0.000264738
655,0.000264738
656,0.000264738
657,0.000264737
658,0.000264737
659,0.000264737
660,0.000264736
661,0.000264736
662,0.000264736
663,0.000264735
664,0.000264735
665,0.000264735
666,0.000264734
667,0.000264734
668,0.000264734
669,0.000264733
670,0.000264733
671,0.000264733
672,0.000264732
673,0.000264732
674,0.000264732
675,0.000264731
676,0.000264731
677,0.000264731
678,0.00026473
679,0.00026473
680,0.00026473
681,0.000264729
682,0.000264729
683,0.000264729
684,0.000264728
685,0.000264728
686,0.000264728
687,0.000264727
688,0.000264727
689,0.000264727
690,0.000264726
691,0.000264726
692,0.000264726
693,0.000264725
694,0.000264725
695,0.000264725
696,0.000264724
697,0.000264724
698,0.000264724
699,0.000264723
700,0.000264723
701,0.000264723
702,0.000264722
703,0.000264722
704,0.000264722
705,0.000264721
706,0.000264721
707,0.000264721
708,0.00026472
709,0.00026472
710,0.00026472
711,0.000264719
712,0.000264719
713,0.000264719
714,0.000264718
715,0.000264718
716,0.000264718
717,0.000264717
718,0.000264717
719,0.000264717
720,0.000264716
721,0.000264716
722,0.000264716
723,0.000264715
724,0.000264715
725,0.000264715
726,0.000264714
727,0.000264714
728,0.000264714
729,0.000264714
730,0.000264713
731,0.000264713
732,0.000264713
733,0.000264712
734,0.000264712
735,0.000264712
736,0.000264711
737,0.000264711
738,0.000264711
739,0.00026471
740,0.00026471
741,0.00026471
742,0.000264709
743,0.000264709
744,0.000264709
745,0.000264708
746,0.000264708
747,0.000264708
748,0.000264707
749,0.000264707
750,0.000264707
751,0.000264706
752,0.000264706
753,0.000264706
754,0.000264706
755,0.000264705
756,0.000264705
757,0.000264705
758,0.000264704
759,0.000264704
760,0.000264704
761,0.000264703
762,0.000264703
763,0.000264703
764,0.000264702
765,0.000264702
766,0.000264702
767,0.000264701
768,0.000264701
769,0.000264701
770,0.0002647
771,0.0002647
772,0.0002647
773,0.0002647
774,0.000264699
775,0.000264699
776,0.000264699
777,0.000264698
778,0.000264698
779,0.000264698
780,0.000264697
781,0.000264697
782,0.000264697
783,0.000264696
784,0.000264696
785,0.000264696
786,0.000264696
787,0.000264695
788,0.000264695
789,0.000264695
790,0.000264694
791,0.000264694
792,0.000264694
793,0.000264693
794,0.000264693
795,0.000264693
796,0.000264692
797,0.000264692
798,0.000264692
799,0.000264692
800,0.000264691
801,0.000264691
802,0.000264691
803,0.00026469
804,0.00026469
805,0.00026469
806,0.000264689
807,0.000264689
808,0.000264689
809,0.000264688
810,0.000264688
811,0.000264688
812,0.000264688
813,0.000264687
814,0.000264687
815,0.000264687
816,0.000264686
817,0.000264686
818,0.000264686
819,0.000264685
820,0.000264685
821,0.000264685
822,0.000264685
823,0.000264684
824,0.000264684
825,0.000264684
826,0.000264683
827,0.000264683
828,0.000264683
829,0.000264682
830,0.000264682
831,0.000264682
832,0.000264682
833,0.000264681
834,0.000264681
835,0.000264681
836,0.00026468
837,0.00026468
838,0.00026468
839,0.000264679
840,0.000264679
841,0.000264679
842,0.000264679
843,0.000264678
844,0.000264678
845,0.000264678
846,0.000264677
847,0.000264677
848,0.000264677
849,0.000264677
850,0.000264676
851,0.000264676
852,0.000264676
853,0.000264675
854,0.000264675
855,0.000264675
856,0.000264675
857,0.000264674
858,0.000264674
859,0.000264674
860,0.000264673
861,0.000264673
862,0.000264673
863,0.000264672
864,0.000264672
865,0.000264672
866,0.000264672
867,0.000264671
868,0.000264671
869,0.000264671
870,0.00026467
871,0.00026467
872,0.00026467
873,0.00026467
874,0.000264669
875,0.000264669
876,0.000264669
877,0.000264668
878,0.000264668
879,0.000264668
880,0.000264668
881,0.000264667
882,0.000264667
883,0.000264667
884,0.000264666
885,0.000264666
886,0.000264666
887,0.000264666
888,0.000264665
889,0.000264665
890,0.000264665
891,0.000264664
892,0.000264664
893,0.000264664
894,0.000264664
895,0.000264663
896,0.000264663
897,0.000264663
898,0.000264662
899,0.000264662
900,0.000264662
901,0.000264662
902,0.000264661
903,0.000264661
904,0.000264661
905,0.000264661
906,0.00026466
907,0.00026466
908,0.00026466
909,0.000264659
910,0.000264659
911,0.000264659
912,0.000264659
913,0.000264658
914,0.000264658
915,0.000264658
916,0.000264657
917,0.000264657
918,0.000264657
919,0.000264657
920,0.000264656
921,0.000264656
922,0.000264656
923,0.000264656
924,0.000264655
925,0.000264655
926,0.000264655
927,0.000264654
928,0.000264654
929,0.000264654
930,0.000264654
931,0.000264653
932,0.000264653
933,0.000264653
934,0.000264653
935,0.000264652
936,0.000264652
937,0.000264652
938,0.000264651
939,0.000264651
940,0.000264651
941,0.000264651
942,0.00026465
943,0.00026465
944,0.00026465
945,0.00026465
946,0.000264649
947,0.000264649
948,0.000264649
949,0.000264648
950,0.000264648
951,0.000264648
952,0.000264648
953,0.000264647
954,0.000264647
955,0.000264647
956,0.000264647
957,0.000264646
958,0.000264646
959,0.000264646
960,0.000264646
961,0.000264645
962,0.000264645
963,0.000264645
964,0.000264645
965,0.000264644
966,0.000264644
967,0.000264644
968,0.000264643
969,0.000264643
970,0.000264643
971,0.000264643
972,0.000264642
973,0.000264642
974,0.000264642
975,0.000264642
976,0.000264641
977,0.000264641
978,0.000264641
979,0.000264641
980,0.00026464
981,0.00026464
982,0.00026464
983,0.00026464
984,0.000264639
985,0.000264639
986,0.000264639
987,0.000264638
988,0.000264638
989,0.000264638
990,0.000264638
991,0.000264637
992,0.000264637
993,0.000264637
994,0.000264637
995,0.000264636
996,0.000264636
997,0.000264636
998,0.000264636
999,0.000264635
1000,0.000264635
1001,0.000264635
1002,0.000264635
1003,0.000264634
1004,0.000264634
1005,0.000264634
1006,0.000264634
1007,0.000264633
1008,0.000264633
1009,0.000264633
1010,0.000264633
1011,0.000264632
1012,0.000264632
1013,0.000264632
1014,0.000264632
1015,0.000264631
1016,0.000264631
1017,0.000264631
1018,0.000264631
1019,0.00026463
1020,0.00026463
1021,0.00026463
1022,0.00026463
1023,0.000264629
1024,0.000264629
1025,0.000264629
1026,0.000264629
1027,0.000264628
1028,0.000264628
1029,0.000264628
1030,0.000264628
1031,0.000264627
1032,0.000264627
1033,0.000264627
1034,0.000264627
1035,0.000264626
1036,0.000264626
1037,0.000264626
1038,0.000264626
1039,0.000264625
1040,0.000264625
1041,0.000264625
1042,0.000264625
1043,0.000264624
1044,0.000264624
1045,0.000264624
1046,0.000264624
1047,0.000264623
1048,0.000264623
1049,0.000264623
1050,0.000264623
1051,0.000264622
1052,0.000264622
1053,0.000264622
1054,0.000264622
1055,0.000264621
1056,0.000264621
1057,0.000264621
1058,0.000264621
1059,0.000264621
1060,0.00026462
1061,0.00026462
1062,0.00026462
1063,0.00026462
1064,0.000264619
1065,0.000264619
1066,0.000264619
1067,0.000264619
1068,0.000264618
1069,0.000264618
1070,0.000264618
1071,0.000264618
1072,0.000264617
1073,0.000264617
1074,0.000264617
1075,0.000264617
1076,0.000264616
1077,0.000264616
1078,0.000264616
1079,0.000264616
1080,0.000264616
1081,0.000264615
1082,0.000264615
1083,0.000264615
1084,0.000264615
1085,0.000264614
1086,0.000264614
1087,0.000264614
1088,0.000264614
1089,0.000264613
1090,0.000264613
1091,0.000264613
1092,0.000264613
1093,0.000264612
1094,0.000264612
1095,0.000264612
1096,0.000264612
1097,0.000264612
1098,0.000264611
1099,0.000264611
1100,0.000264611
1101,0.000264611
1102,0.00026461
1103,0.00026461
1104,0.00026461
1105,0.00026461
1106,0.000264609
1107,0.000264609
1108,0.000264609
1109,0.000264609
1110,0.000264609
1111,0.000264608
1112,0.000264608
1113,0.000264608
1114,0.000264608
1115,0.000264607
1116,0.000264607
1117,0.000264607
1118,0.000264607
1119,0.000264607
1120,0.000264606
1121,0.000264606
1122,0.000264606
1123,0.000264606
1124,0.000264605
1125,0.000264605
1126,0.000264605
1127,0.000264605
1128,0.000264605
1129,0.000264604
1130,0.000264604
1131,0.000264604
1132,0.000264604
1133,0.000264603
1134,0.000264603
1135,0.000264603
1136,0.000264603
1137,0.000264603
1138,0.000264602
1139,0.000264602
1140,0.000264602
1141,0.000264602
1142,0.000264601
1143,0.000264601
1144,0.000264601
1145,0.000264601
1146,0.000264601
1147,0.0002646
1148,0.0002646
1149,0.0002646
1150,0.0002646
1151,0.000264599
1152,0.000264599
1153,0.000264599
1154,0.000264599
1155,0.000264599
1156,0.000264598
1157,0.000264598
1158,0.000264598
1159,0.000264598
1160,0.000264598
1161,0.000264597
1162,0.000264597
1163,0.000264597
1164,0.000264597
1165,0.000264596
1166,0.000264596
1167,0.000264596
1168,0.000264596
1169,0.000264596
1170,0.000264595
1171,0.000264595
1172,0.000264595
1173,0.000264595
1174,0.000264595
1175,0.000264594
1176,0.000264594
1177,0.000264594
1178,0.000264594
1179,0.000264593
1180,0.000264593
1181,0.000264593
1182,0.000264593
1183,0.000264593
1184,0.000264592
1185,0.000264592
1186,0.000264592
1187,0.000264592
1188,0.000264592
1189,0.000264591
1190,0.000264591
1191,0.000264591
1192,0.000264591
1193,0.000264591
1194,0.00026459
1195,0.00026459
1196,0.00026459
1197,0.00026459
1198,0.00026459
1199,0.000264589
1200,0.000264589
1201,0.000264589
1202,0.000264589
1203,0.000264588
1204,0.000264588
1205,0.000264588
1206,0.000264588
1207,0.000264588
1208,0.000264587
1209,0.000264587
1210,0.000264587
1211,0.000264587
1212,0.000264587
1213,0.000264586
1214,0.000264586
1215,0.000264586
1216,0.000264586
1217,0.000264586
1218,0.000264585
1219,0.000264585
1220,0.000264585
1221,0.000264585
1222,0.000264585
1223,0.000264584
1224,0.000264584
1225,0.000264584
1226,0.000264584
1227,0.000264584
1228,0.000264583
1229,0.000264583
1230,0.000264583
1231,0.000264583
1232,0.000264583
1233,0.000264582
1234,0.000264582
1235,0.000264582
1236,0.000264582
1237,0.000264582
1238,0.000264581
1239,0.000264581
1240,0.000264581
1241,0.000264581
1242,0.000264581
1243,0.00026458
1244,0.00026458
1245,0.00026458
1246,0.00026458
1247,0.00026458
1248,0.00026458
1249,0.000264579
1250,0.000264579
1251,0.000264579
1252,0.000264579
1253,0.000264579
1254,0.000264578
1255,0.000264578
1256,0.000264578
1257,0.000264578
1258,0.000264578
1259,0.000264577
1260,0.000264577
1261,0.000264577
1262,0.000264577
1263,0.000264577
1264,0.000264576
1265,0.000264576
1266,0.000264576
1267,0.000264576
1268,0.000264576
1269,0.000264576
1270,0.000264575
1271,0.000264575
1272,0.000264575
1273,0.000264575
1274,0.000264575
1275,0.000264574
1276,0.000264574
1277,0.000264574
1278,0.000264574
1279,0.000264574
1280,0.000264573
1281,0.000264573
1282,0.000264573
1283,0.000264573
1284,0.000264573
1285,0.000264573
1286,0.000264572
1287,0.000264572
1288,0.000264572
1289,0.000264572
1290,0.000264572
1291,0.000264571
1292,0.000264571
1293,0.000264571
1294,0.000264571
1295,0.000264571
1296,0.000264571
1297,0.00026457
1298,0.00026457
1299,0.00026457
1300,0.00026457
1301,0.00026457
1302,0.000264569
1303,0.000264569
1304,0.000264569
1305,0.000264569
1306,0.000264569
1307,0.000264569
1308,0.000264568
1309,0.000264568
1310,0.000264568
1311,0.000264568
1312,0.000264568
1313,0.000264567
1314,0.000264567
1315,0.000264567
1316,0.000264567
1317,0.000264567
1318,0.000264567
1319,0.000264566
1320,0.000264566
1321,0.000264566
1322,0.000264566
1323,0.000264566
1324,0.000264566
1325,0.000264565
1326,0.000264565
1327,0.000264565
1328,0.000264565
1329,0.000264565
1330,0.000264565
1331,0.000264564
1332,0.000264564
1333,0.000264564
1334,0.000264564
1335,0.000264564
1336,0.000264563
1337,0.000264563
1338,0.000264563
1339,0.000264563
1340,0.000264563
1341,0.000264563
1342,0.000264562
1343,0.000264562
1344,0.000264562
1345,0.000264562
1346,0.000264562
1347,0.000264562
1348,0.000264561
1349,0.000264561
1350,0.000264561
1351,0.000264561
1352,0.000264561
1353,0.000264561
1354,0.00026456
1355,0.00026456
1356,0.00026456
1357,0.00026456
1358,0.00026456
1359,0.00026456
1360,0.000264559
1361,0.000264559
1362,0.000264559
1363,0.000264559
1364,0.000264559
1365,0.000264559
1366,0.000264558
1367,0.000264558
1368,0.000264558
1369,0.000264558
1370,0.000264558
1371,0.000264558
1372,0.000264557
1373,0.000264557
1374,0.000264557
1375,0.000264557
1376,0.000264557
1377,0.000264557
1378,0.000264556
1379,0.000264556
1380,0.000264556
1381,0.000264556
1382,0.000264556
1383,0.000264556
1384,0.000264556
1385,0.000264555
1386,0.000264555
1387,0.000264555
1388,0.000264555
1389,0.000264555
1390,0.000264555
1391,0.000264554
1392,0.000264554
1393,0.000264554
1394,0.000264554
1395,0.000264554
1396,0.000264554
1397,0.000264553
1398,0.000264553
1399,0.000264553
1400,0.000264553
1401,0.000264553
1402,0.000264553
1403,0.000264553
1404,0.000264552
1405,0.000264552
1406,0.000264552
1407,0.000264552
1408,0.000264552
1409,0.000264552
1410,0.000264551
1411,0.000264551
1412,0.000264551
1413,0.000264551
1414,0.000264551
1415,0.000264551
1416,0.000264551
1417,0.00026455
1418,0.00026455
1419,0.00026455
1420,0.00026455
1421,0.00026455
1422,0.00026455
1423,0.00026455
1424,0.000264549
1425,0.000264549
1426,0.000264549
1427,0.000264549
1428,0.000264549
1429,0.000264549
1430,0.000264548
1431,0.000264548
1432,0.000264548
1433,0.000264548
1434,0.000264548
1435,0.000264548
1436,0.000264548
1437,0.000264547
1438,0.000264547
1439,0.000264547
1440,0.000264547
1441,0.000264547
1442,0.000264547
1443,0.000264547
1444,0.000264546
1445,0.000264546
1446,0.000264546
1447,0.000264546
1448,0.000264546
1449,0.000264546
1450,0.000264546
1451,0.000264545
1452,0.000264545
1453,0.000264545
1454,0.000264545
1455,0.000264545
1456,0.000264545
1457,0.000264545
1458,0.000264544
1459,0.000264544
1460,0.000264544
1461,0.000264544
1462,0.000264544
1463,0.000264544
1464,0.000264544
1465,0.000264543
1466,0.000264543
1467,0.000264543
1468,0.000264543
1469,0.000264543
1470,0.000264543
1471,0.000264543
1472,0.000264542
1473,0.000264542
1474,0.000264542
1475,0.000264542
1476,0.000264542
1477,0.000264542
1478,0.000264542
1479,0.000264542
1480,0.000264541
1481,0.000264541
1482,0.000264541
1483,0.000264541
1484,0.000264541
1485,0.000264541
1486,0.000264541
1487,0.00026454
1488,0.00026454
1489,0.00026454
1490,0.00026454
1491,0.00026454
1492,0.00026454
1493,0.00026454
1494,0.00026454
1495,0.000264539
1496,0.000264539
1497,0.000264539
1498,0.000264539
1499,0.000264539
1500,0.000264539
1501,0.000264539
1502,0.000264538
1503,0.000264538
1504,0.000264538
1505,0.000264538
1506,0.000264538
1507,0.000264538
1508,0.000264538
1509,0.000264538
1510,0.000264537
1511,0.000264537
1512,0.000264537
1513,0.000264537
1514,0.000264537
1515,0.000264537
1516,0.000264537
1517,0.000264537
1518,0.000264536
1519,0.000264536
1520,0.000264536
1521,0.000264536
1522,0.000264536
1523,0.000264536
1524,0.000264536
1525,0.000264536
1526,0.000264535
1527,0.000264535
1528,0.000264535
1529,0.000264535
1530,0.000264535
1531,0.000264535
1532,0.000264535
1533,0.000264535
1534,0.000264534
1535,0.000264534
1536,0.000264534
1537,0.000264534
1538,0.000264534
1539,0.000264534
1540,0.000264534
1541,0.000264534
1542,0.000264533
1543,0.000264533
1544,0.000264533
1545,0.000264533
1546,0.000264533
1547,0.000264533
1548,0.000264533
1549,0.000264533
1550,0.000264533
1551,0.000264532
1552,0.000264532
1553,0.000264532
1554,0.000264532
1555,0.000264532
1556,0.000264532
1557,0.000264532
1558,0.000264532
1559,0.000264531
1560,0.000264531
1561,0.000264531
1562,0.000264531
1563,0.000264531
1564,0.000264531
1565,0.000264531
1566,0.000264531
1567,0.000264531
1568,0.00026453
1569,0.00026453
1570,0.00026453
1571,0.00026453
1572,0.00026453
1573,0.00026453
1574,0.00026453
1575,0.00026453
1576,0.00026453
1577,0.000264529
1578,0.000264529
1579,0.000264529
1580,0.000264529
1581,0.000264529
1582,0.000264529
1583,0.000264529
1584,0.000264529
1585,0.000264529
1586,0.000264528
1587,0.000264528
1588,0.000264528
1589,0.000264528
1590,0.000264528
1591,0.000264528
1592,0.000264528
1593,0.000264528
1594,0.000264528
1595,0.000264527
1596,0.000264527
1597,0.000264527
1598,0.000264527
1599,0.000264527
1600,0.000264527
1601,0.000264527
1602,0.000264527
1603,0.000264527
1604,0.000264527
1605,0.000264526
1606,0.000264526
1607,0.000264526
1608,0.000264526
1609,0.000264526
1610,0.000264526
1611,0.000264526
1612,0.000264526
1613,0.000264526
1614,0.000264525
1615,0.000264525
1616,0.000264525
1617,0.000264525
1618,0.000264525
1619,0.000264525
1620,0.000264525
1621,0.000264525
1622,0.000264525
1623,0.000264525
1624,0.000264524
1625,0.000264524
1626,0.000264524
1627,0.000264524
1628,0.000264524
1629,0.000264524
1630,0.000264524
1631,0.000264524
1632,0.000264524
1633,0.000264524
1634,0.000264523
1635,0.000264523
1636,0.000264523
1637,0.000264523
1638,0.000264523
1639,0.000264523
1640,0.000264523
1641,0.000264523
1642,0.000264523
1643,0.000264523
1644,0.000264523
1645,0.000264522
1646,0.000264522
1647,0.000264522
1648,0.000264522
1649,0.000264522
1650,0.000264522
1651,0.000264522
1652,0.000264522
1653,0.000264522
1654,0.000264522
1655,0.000264522
1656,0.000264521
1657,0.000264521
1658,0.000264521
1659,0.000264521
1660,0.000264521
1661,0.000264521
1662,0.000264521
1663,0.000264521
1664,0.000264521
1665,0.000264521
